key,ca,eu,gl,es,pt,fr,it,en,de
tr_groups_link,Grups,Entrenamientos conjuntos,Grupos,Entrenamientos conjuntos,Grupos,Groupes,Gruppi,Groups,Gruppen
tr_groups_none_free,Tots ja són en un entrenament conjunt.,Todos ya están en un grupo.,Todas as equipas já estão num grupo.,Todos ya están en un grupo.,Todas as equipas já estão num grupo.,Toutes les équipes sont déjà dans un groupe.,Tutte le squadre sono già in un gruppo.,All teams are already in a group.,Alle Mannschaften sind bereits in einer Gruppe.
tr_groups_pick_teams,Equips,Equipos,Equipas,Equipos,Equipas,Équipes,Squadre,Teams,Mannschaften
tr_groups_planning_updated,Entrenament conjunt al planning (borrador; encara no és calendari).,Entrenamiento conjunto en el planning (borrador; aún no es calendario).,Grupo no planeamento (rascunho; ainda não no calendário).,Entrenamiento conjunto en el planning (borrador; aún no es calendario).,Grupo no planeamento (rascunho; ainda não no calendário).,Groupe dans le planning (brouillon ; pas encore au calendrier).,Gruppo nel planning (bozza; non ancora nel calendario).,Group on the planning (draft; not calendar yet).,Gruppe in der Planung (Entwurf; noch nicht im Kalender).
tr_groups_propose_btn,Proposar parelles,Proponer parejas,Propor pares,Proponer parejas,Propor pares,Proposer des paires,Proponi coppie,Propose pairs,Paare vorschlagen
tr_groups_save,Formar,Formar,Formar,Formar,Formar,Former,Forma,Form,Bilden
tr_groups_save_edit,Desar canvis,Guardar cambios,Guardar alterações,Guardar cambios,Guardar alterações,Enregistrer les modifications,Salva modifiche,Save changes,Änderungen speichern
tr_groups_title,Grups d'entrenament,Entrenamientos conjuntos,Grupos,Entrenamientos conjuntos,Grupos,Groupes,Gruppi,Groups,Gruppen
tr_groups_unit,unitat,unidad,unidade,unidad,unidade,unité,unità,unit,Einheit
tr_groups_unnamed,Entrenament conjunt,Grupo,Grupo,Grupo,Grupo,Groupe,Gruppo,Group,Gruppe
tr_groups_updated,Entrenament conjunt actualitzat.,Entrenamiento conjunto actualizado.,Grupo atualizado.,Entrenamiento conjunto actualizado.,Grupo atualizado.,Groupe mis à jour.,Gruppo aggiornato.,Group updated.,Gruppe aktualisiert.
tr_groups_weekdays,Dies,Días,Dias,Días,Dias,Jours,Giorni,Days,Tage
tr_hours_adjust_later,Després podràs canviar les hores per categoria o equip.,Después podrás cambiar las horas por categoría o equipo.,Podes alterar as horas por categoria ou equipa mais tarde.,Después podrás cambiar las horas por categoría o equipo.,Podes alterar as horas por categoria ou equipa mais tarde.,Tu pourras ajuster les heures par catégorie ou équipe plus tard.,Puoi regolare le ore per categoria o squadra più tardi.,You can change hours by category or team afterwards.,Du kannst die Stunden später nach Kategorie oder Mannschaft ändern.
tr_hours_adjust_link,Hores,Horas,Ajustar por equipa →,Horas,Ajustar por equipa →,Heures,Ore,Adjust per team →,Pro Mannschaft anpassen →
tr_hours_cancel,Cancel·lar,Cancelar,Cancelar,Cancelar,Cancelar,Annuler,Annulla,Cancel,Abbrechen
tr_hours_continue,Continuar,Continuar,Continuar,Continuar,Continuar,Continuer,Continua,Continue,Weiter
tr_hours_default_hint,"Pots fer servir decimals (p. ex. 4,5). Després podràs ajustar per equip.","Decimales ok (p. ej. 4,5).","Decimais permitidos (p. ex. 4,5). Podes afinar por equipa mais tarde.","Decimales ok (p. ej. 4,5).","Decimais permitidos (p. ex. 4,5). Podes afinar por equipa mais tarde.","Décimaux autorisés (p. ex. 4,5). Tu pourras affiner par équipe plus tard.","Decimali ammessi (p. es. 4,5). Puoi affinare per squadra più tardi.",Decimals allowed (e.g. 4.5). You can fine-tune per team later.,"Dezimalzahlen erlaubt (z. B. 4,5). Du kannst später pro Mannschaft feinabstimmen."
tr_hours_default_label,Hores / setmana (per defecte),Horas / semana (por defecto),Horas / semana (padrão),Horas / semana (por defecto),Horas / semana (padrão),Heures / semaine (par défaut),Ore / settimana (predefinito),Hours / week (default),Stunden / Woche (Standard)
tr_hours_default_ok,S’han assignat {hours} h/setmana per defecte a {n} equips.,Asignadas {hours} h/semana a {n} equipos.,Atribuídas {hours} h/semana por defeito a {n} equipas.,Asignadas {hours} h/semana a {n} equipos.,Atribuídas {hours} h/semana por defeito a {n} equipas.,{hours} h/semaine attribuées par défaut à {n} équipes.,Assegnate {hours} h/settimana predefinite a {n} squadre.,Assigned {hours} h/week by default to {n} teams.,Standardmäßig {hours} h/Woche für {n} Mannschaften zugewiesen.
tr_hours_edit_default_note,Els equips sense override usen aquest valor.,Sin override usan el defecto.,Equipas sem exceção usam este valor.,Sin override usan el defecto.,Equipas sem exceção usam este valor.,Les équipes sans exception utilisent cette valeur.,Le squadre senza eccezione usano questo valore.,Teams without an override use this value.,Mannschaften ohne individuelle Einstellung verwenden diesen Wert.
tr_hours_edit_intro,"Canvia el valor per defecte o marca un override per equip. Si marques «Per defecte», s’ignora el valor propi.",Cambia el defecto o un override por equipo.,"Altera o padrão ou define um valor por equipa. ""Usar padrão"" limpa a exceção.",Cambia el defecto o un override por equipo.,"Altera o padrão ou define um valor por equipa. ""Usar padrão"" limpa a exceção.","Change le par défaut ou définis une valeur par équipe. ""Utiliser le défaut"" supprime l'exception.","Cambia il predefinito o imposta un valore per squadra. ""Usa predefinito"" cancella l'eccezione.",Change the default or set a per-team override. “Use default” clears the override.,"Ändere den Standard oder lege eine pro Mannschaft fest. ""Standard verwenden"" hebt die individuelle Einstellung auf."
tr_hours_edit_title,Hores d’entrenament,Horas de entrenamiento,Horas de treino,Horas de entrenamiento,Horas de treino,Heures d'entraînement,Ore di allenamento,Training hours,Trainingseinheiten
tr_hours_invalid,Indica un nombre d’hores vàlid (0–40).,Horas no válidas (0–40).,Indica um número de horas válido (0–40).,Horas no válidas (0–40).,Indica um número de horas válido (0–40).,Indique un nombre d'heures valide (0–40).,Indica un numero di ore valido (0–40).,Enter a valid hours number (0–40).,Gib eine gültige Stundenzahl ein (0–40).
tr_hours_ok,OK,OK,OK,OK,OK,OK,OK,OK,OK
tr_hours_save,Desar hores,Guardar horas,Guardar horas,Guardar horas,Guardar horas,Enregistrer les heures,Salva ore,Save hours,Stunden speichern
tr_hours_saved,Hores desades.,Horas guardadas.,Horas guardadas.,Horas guardadas.,Horas guardadas.,Heures enregistrées.,Ore salvate.,Hours saved.,Stunden gespeichert.
tr_hours_setup_intro,Tens {n} equips. Quantes hores d’entrenament per setmana vols per defecte a cada equip?,Tienes {n} equipos. ¿Cuántas horas de entrenamiento por semana quieres por defecto?,Tens {n} equipas. Quantas horas de treino por semana queres por defeito em cada equipa?,Tienes {n} equipos. ¿Cuántas horas de entrenamiento por semana quieres por defecto?,Tens {n} equipas. Quantas horas de treino por semana queres por defeito em cada equipa?,Tu as {n} équipes. Combien d'heures d'entraînement par semaine veux-tu par défaut pour chaque équipe ?,Tens {n} equips. Quantes hores d’entrenament per setmana vols per defecte a cada equip?,Tens {n} equips. Quantes hores d’entrenament per setmana vols per defecte a cada equip?,Du hast {n} Mannschaften. Wie viele Trainingsstunden pro Woche willst du pro Mannschaft als Standard?
tr_hours_summary,Per defecte: {hours} h/setmana · {n} equips.,Por defecto: {hours} h/semana · {n} equipos.,Padrão: {hours} h/semana · {n} equipas.,Por defecto: {hours} h/semana · {n} equipos.,Padrão: {hours} h/semana · {n} equipas.,Par défaut : {hours} h/semaine · {n} équipes.,Predefinito: {hours} h/settimana · {n} squadre.,Default: {hours} h/week · {n} teams.,Standard: {hours} h/Woche · {n} Mannschaften.
tr_hours_teams_list,Equips d’aquesta temporada,Equipos,Equipas desta época,Equipos,Equipas desta época,Équipes de cette saison,Squadre di questa stagione,Teams this season,Mannschaften dieser Saison
tr_intro,"Configura, mira el planning i aplica.","Configura, mira el planning y aplica.","Configura horas, vê o plano, aplica.","Configura, mira el planning y aplica.","Configura horas, vê o plano, aplica.","Règle les heures, vois le planning, applique.","Imposta le ore, guarda il planning, applica.","Set hours, see the plan, apply.","Stunden festlegen, Plan ansehen, übernehmen."
tr_manual_added_draft,Excepció al borrador (encara no és calendari).,Excepción en el borrador (aún no es calendario).,Exceção adicionada ao rascunho (ainda não no calendário).,Excepción en el borrador (aún no es calendario).,Exceção adicionada ao rascunho (ainda não no calendário).,Exception ajoutée au brouillon (pas encore au calendrier).,Eccezione aggiunta alla bozza (non ancora nel calendario).,Exception added to draft (not on the calendar yet).,Ausnahme zum Entwurf hinzugefügt (noch nicht im Kalender).
tr_manual_heading,Sessió solta / Excepció,Sesión suelta / Excepción,Pontual / Exceção,Sesión suelta / Excepción,Pontual / Exceção,Ponctuel / Exception,Occasionale / Eccezione,One-off / Exception,Einmalig / Ausnahme
tr_manual_series_draft,Sèrie d’excepció al borrador: {n} sessions (encara no és calendari).,Serie de excepción en el borrador: {n} sesiones (aún no es calendario).,Série de exceções no rascunho: {n} sessões (ainda não no calendário).,Serie de excepción en el borrador: {n} sesiones (aún no es calendario).,Série de exceções no rascunho: {n} sessões (ainda não no calendário).,Série d'exceptions dans le brouillon : {n} sessions (pas encore au calendrier).,Serie di eccezioni nella bozza: {n} sessioni (non ancora nel calendario).,Exception series in draft: {n} sessions (not on the calendar yet).,Ausnahmeserie im Entwurf: {n} Einheiten (noch nicht im Kalender).
tr_manual_tag,excepció,excepción,exceção,excepción,exceção,exception,eccezione,exception,Ausnahme
tr_meta_fits,caben en solitari,caben en solitario,caber solo OK,caben en solitario,caber solo OK,tenir seul OK,stare da soli OK,solo fit OK,Solo passt OK
tr_meta_groups,entrenaments conjunts,entrenamientos conjuntos,grupos,entrenamientos conjuntos,grupos,groupes,gruppi,groups,Gruppen
tr_meta_need_groups,calen entrenaments conjunts per encabir,hacen falta entrenamientos conjuntos para encajar,grupos necessários para caber,hacen falta entrenamientos conjuntos para encajar,grupos necessários para caber,groupes nécessaires pour tenir,gruppi necessari per stare,groups needed to fit,"Gruppen nötig, damit es passt"
tr_meta_solapes,relevos,relevos,solapes,relevos,solapes,relais,staffette,relays,Staffeln
tr_meta_teams,equips,equipos,equipas,equipos,equipas,équipes,squadre,teams,Mannschaften
tr_no_teams,Encara no hi ha equips.,Aún no hay equipos.,Ainda sem equipas.,Aún no hay equipos.,Ainda sem equipas.,Aucune équipe pour l'instant.,Ancora nessuna squadra.,No teams yet.,Noch keine Mannschaften.
tr_notes,Notes,Notas,Notas,Notas,Notas,Notes,Note,Notes,Notizen
tr_notes_ph,opcional,opcional,opcional,opcional,opcional,optionnel,opzionale,optional,optional
tr_notes_series_ph,opcional,p. ej. horario de verano,p. ex. horário de verão,p. ej. horario de verano,p. ex. horário de verão,p. ex. horaire d'été,p. es. orario estivo,e.g. summer schedule,z. B. Sommerplan
tr_people_missing,Avís: {n} equips sense persones.,Aviso: {n} equipos sin personas asignadas. La planificación los usará cuando existan.,Aviso: {n} equipas sem pessoas atribuídas. O planeamento vai usá-las quando existirem.,Aviso: {n} equipos sin personas asignadas. La planificación los usará cuando existan.,Aviso: {n} equipas sem pessoas atribuídas. O planeamento vai usá-las quando existirem.,Avertissement : {n} équipes sans personnes attribuées. Le planning les utilisera quand elles existeront.,Attenzione: {n} squadre senza persone assegnate. Il planning le userà quando esisteranno.,Warning: {n} teams have no people assigned. Planning will use them once they exist.,"Warnung: {n} Mannschaften haben keine Personen zugewiesen. Die Planung wird sie verwenden, sobald sie existieren."
tr_plan_applied,Calendari actualitzat: {n} sessions. Pots desfer aquesta aplicació si cal.,Calendario actualizado: {n} sesiones. Puedes deshacer esta aplicación si hace falta.,Calendário atualizado: {n} sessões. Podes desfazer esta aplicação se precisares.,Calendario actualizado: {n} sesiones. Puedes deshacer esta aplicación si hace falta.,Calendário atualizado: {n} sessões. Podes desfazer esta aplicação se precisares.,Calendrier mis à jour : {n} sessions. Tu peux annuler cette application si besoin.,Calendario aggiornato: {n} sessioni. Puoi annullare questa applicazione se serve.,Calendar updated: {n} sessions. You can undo this apply if needed.,Kalender aktualisiert: {n} Einheiten. Du kannst diese Übernahme bei Bedarf rückgängig machen.
tr_plan_apply,Aplicar al calendari,Aplicar al calendario,Aplicar ao calendário,Aplicar al calendario,Aplicar ao calendário,Appliquer au calendrier,Applica al calendario,Apply to calendar,In den Kalender übernehmen
tr_plan_apply_confirm,ATENCIÓ: això aplicarà {n} sessions del borrador fins a la data indicada. Pots desfer-ho després amb «Desfer aplicació». Continuar?,ATENCIÓN: esto aplicará {n} sesiones del borrador hasta la fecha indicada. Luego puedes deshacerlo con «Deshacer aplicación». ¿Continuar?,"AVISO: isto atualiza o calendário oficial com {n} sessões. Podes desfazer mais tarde com ""Desfazer aplicação"". Continuar?",ATENCIÓN: esto aplicará {n} sesiones del borrador hasta la fecha indicada. Luego puedes deshacerlo con «Deshacer aplicación». ¿Continuar?,"AVISO: isto atualiza o calendário oficial com {n} sessões. Podes desfazer mais tarde com ""Desfazer aplicação"". Continuar?","ATTENTION : cela met à jour le calendrier officiel avec {n} sessions. Tu peux annuler plus tard avec ""Annuler l'application"". Continuer ?","ATTENZIONE: questo aggiorna il calendario ufficiale con {n} sessioni. Puoi annullare più tardi con ""Annulla applicazione"". Continuare?",WARNING: this updates the official calendar with {n} sessions. You can undo later with “Undo apply”. Continue?,"WARNUNG: Dies aktualisiert den offiziellen Kalender mit {n} Einheiten. Du kannst es später mit ""Übernahme rückgängig machen"" rückgängig machen. Fortfahren?"
tr_plan_apply_until,Aplicar fins a,Aplicar hasta,Aplicar até,Aplicar hasta,Aplicar até,Appliquer jusqu'à,Aplicar fins a,Aplicar fins a,Übernehmen bis
tr_plan_bad_dates,Dates no vàlides.,Fechas no válidas.,Intervalo de datas inválido.,Fechas no válidas.,Intervalo de datas inválido.,Plage de dates invalide.,Intervallo di date non valido.,Invalid date range.,Ungültiger Zeitraum.
tr_plan_chart_title,Planning,Planificación semanal,Planeamento semanal,Planificación semanal,Planeamento semanal,Planning hebdomadaire,Planning settimanale,Weekly planning,Wochenplanung
tr_plan_cleared,Eliminades {n} sessions confirmades.,Eliminadas {n} sesiones confirmadas.,Eliminades {n} sessions confirmades.,Eliminadas {n} sesiones confirmadas.,Eliminades {n} sessions confirmades.,Eliminades {n} sessions confirmades.,Eliminades {n} sessions confirmades.,Eliminades {n} sessions confirmades.,Eliminades {n} sessions confirmades.
tr_plan_discard,Descartar,Descartar,Descartar,Descartar,Descartar,Annuler,Scarta,Discard,Verwerfen
tr_plan_discard_confirm,Esborrar {n} sessions de borrador?,¿Borrar {n} sesiones de borrador?,Apagar as {n} sessões de rascunho?,¿Borrar {n} sesiones de borrador?,Apagar as {n} sessões de rascunho?,Supprimer les {n} sessions du brouillon ?,Eliminare le {n} sessioni della bozza?,Delete the {n} draft sessions?,Die {n} Entwurfseinheiten löschen?
tr_plan_discarded,Descartades {n} sessions.,Descartadas {n} sesiones.,Descartadas {n} sessões de rascunho.,Descartadas {n} sesiones.,Descartadas {n} sessões de rascunho.,{n} sessions de brouillon supprimées.,Eliminate {n} sessioni della bozza.,Discarded {n} draft sessions.,{n} Entwurfseinheiten verworfen.
tr_plan_draft_count,{n} sessions en borrador,{n} sesiones en borrador,{n} sessões de rascunho,{n} sesiones en borrador,{n} sessões de rascunho,{n} sessions de brouillon,{n} sessioni di bozza,{n} draft sessions,{n} Entwurfseinheiten
tr_plan_draft_not_calendar,no al calendari fins a aplicar,no aparecen en el calendario ni en conflictos hasta aplicar,não aparecem no calendário nem em conflitos até aplicares.,no aparecen en el calendario ni en conflictos hasta aplicar,não aparecem no calendário nem em conflitos até aplicares.,elles n'apparaissent pas au calendrier ni dans les conflits tant que tu n'appliques pas.,non appaiono nel calendario né nei conflitti finché non applichi.,they do not appear on the calendar or in conflicts until applied.,"sie erscheinen erst im Kalender oder in Konflikten, wenn du übernimmst."
tr_plan_flow_hint,Modificar = ajustar · Aplicar = calendari · Desfer aplicació = tornar enrere · Descartar = treure la prova,Modificar = ajustar · Aplicar = calendario · Deshacer aplicación = volver atrás · Descartar = quitar la prueba,Modificar = ajustar rascunho · Aplicar = calendário · Descartar = remover rascunho,Modificar = ajustar · Aplicar = calendario · Deshacer aplicación = volver atrás · Descartar = quitar la prueba,Modificar = ajustar rascunho · Aplicar = calendário · Descartar = remover rascunho,Modifier = ajuster le brouillon · Appliquer = calendrier · Annuler = supprimer le brouillon,Modifica = aggiusta bozza · Applica = calendario · Annulla = elimina bozza,Modify = adjust trial · Apply = calendar · Discard = remove trial,Ändern = Entwurf anpassen · Übernehmen = Kalender · Verwerfen = Entwurf entfernen
tr_plan_generate,Generar,Generar,Gerar,Generar,Gerar,Générer,Genera,Generate draft,Generieren
tr_plan_generated,Borrador: {n} sessions.,Borrador: {n} sesiones.,Rascunho criado: {n} sessões (substituídas {discarded} anteriores).,Borrador: {n} sesiones.,Rascunho criado: {n} sessões (substituídas {discarded} anteriores).,Brouillon créé : {n} sessions (remplacé {discarded} précédent).,Bozza creata: {n} sessioni (sostituite {discarded} precedenti).,Draft created: {n} sessions (replaced {discarded} previous).,Entwurf erstellt: {n} Einheiten ({discarded} vorherige ersetzt).
tr_plan_heading,Borrador,Borrador,Rascunho,Borrador,Rascunho,Brouillon,Bozza,Schedule draft,Entwurf
tr_plan_intro,"Dividim les hores setmanals (preferiblement 3 sessions: dilluns/dimecres/divendres), respectant pistes, finestres d'equip i partits a casa. El calendari no canvia fins que ho apliquis.","Dividimos las horas semanales (preferiblemente 3 sesiones: lunes/miércoles/viernes), respetando pistas, franjas del equipo y partidos en casa. El calendario no cambia hasta que lo apliques.","Dividimos as horas semanais (preferivelmente 3 sessões: segunda/quarta/sexta), respeitando pistas, janelas de equipa e jogos em casa. O calendário fica inalterado até aplicares.","Dividimos las horas semanales (preferiblemente 3 sesiones: lunes/miércoles/viernes), respetando pistas, franjas del equipo y partidos en casa. El calendario no cambia hasta que lo apliques.","Dividimos as horas semanais (preferivelmente 3 sessões: segunda/quarta/sexta), respeitando pistas, janelas de equipa e jogos em casa. O calendário fica inalterado até aplicares.","On divise les heures hebdomadaires (de préférence 3 sessions : lundi/mercredi/vendredi), en respectant les pistes, les fenêtres d'équipe et les matchs à domicile. Le calendrier reste inchangé jusqu'à ce que tu appliques.","Dividiamo le ore settimanali (preferibilmente 3 sessioni: lunedì/mercoledì/venerdì), rispettando piste, finestre di squadra e partite in casa. Il calendario resta invariato finché non applichi.","We split weekly hours (preferably 3 sessions: Mon/Wed/Fri), respecting venues, team windows and home matches. The calendar stays unchanged until you apply.","Wir teilen die wöchentlichen Stunden (am besten 3 Einheiten: Mo/Mi/Fr), wobei Eisbahnen, Mannschaftsfenster und Heimspiele respektiert werden. Der Kalender bleibt unverändert, bis du übernimmst."
tr_plan_modify,Modificar,Modificar,Modificar,Modificar,Modificar,Modifier,Modifica,Modify,Ändern
tr_plan_modify_hint,"Canvia hores, entrenaments conjunts, relevos o el període. El calendari oficial no es toca fins a aplicar.","Cambia horas, entrenamientos conjuntos, relevos o el periodo. El calendario oficial no se toca hasta aplicar.","Altera horas, grupos, solapes ou o intervalo de datas. O calendário oficial fica intocado até aplicares.","Cambia horas, entrenamientos conjuntos, relevos o el periodo. El calendario oficial no se toca hasta aplicar.","Altera horas, grupos, solapes ou o intervalo de datas. O calendário oficial fica intocado até aplicares.","Change les heures, les groupes, les relais ou la période. Le calendrier officiel reste intact jusqu'à ce que tu appliques.","Cambia ore, gruppi, staffette o il periodo. Il calendario ufficiale resta intatto finché non applichi.","Change hours, groups, relays or the date range. The official calendar stays untouched until you apply.","Ändere Stunden, Gruppen, Staffeln oder den Zeitraum. Der offizielle Kalender bleibt unberührt, bis du übernimmst."
tr_plan_none,No s’ha pogut generar cap sessió.,No se pudo generar ninguna sesión.,Não foi possível gerar nenhuma sessão. Verifica pistas e janelas de tempo.,No se pudo generar ninguna sesión.,Não foi possível gerar nenhuma sessão. Verifica pistas e janelas de tempo.,Impossible de placer aucune session. Vérifie les pistes et les fenêtres horaires.,Impossibile posizionare alcuna sessione. Controlla piste e finestre orarie.,Could not place any session. Check venues and time windows.,Es konnte keine Einheit platziert werden. Prüfe Eisbahnen und Zeitfenster.
tr_plan_refresh,Actualitzar borrador,Actualizar borrador,Atualizar rascunho,Actualizar borrador,Atualizar rascunho,Actualiser le brouillon,Aggiorna bozza,Refresh draft,Entwurf aktualisieren
tr_plan_replace_hint,Substitueix el borrador anterior.,Sustituye el borrador anterior.,"Se já existir um rascunho, é substituído.",Sustituye el borrador anterior.,"Se já existir um rascunho, é substituído.","Si un brouillon existe déjà, il est remplacé.","Se esiste già una bozza, viene sostituita.","If a draft already exists, it is replaced.","Wenn bereits ein Entwurf existiert, wird er ersetzt."
tr_plan_revert,Desfer aplicació,Deshacer aplicación,Desfazer aplicação,Deshacer aplicación,Desfazer aplicação,Annuler l'application,Annulla applicazione,Undo apply,Übernahme rückgängig machen
tr_plan_revert_confirm,Treure del calendari la darrera aplicació i tornar-la a borrador?,¿Quitar del calendario la última aplicación y devolverla a borrador?,Remover a última aplicação do calendário e voltar a colocá-la no rascunho?,¿Quitar del calendario la última aplicación y devolverla a borrador?,Remover a última aplicação do calendário e voltar a colocá-la no rascunho?,Retirer la dernière application du calendrier et la remettre dans le brouillon ?,Rimuovere l'ultima applicazione dal calendario e rimetterla nella bozza?,Remove the last apply from the calendar and move it back to draft?,Die letzte Übernahme aus dem Kalender entfernen und zurück in den Entwurf verschieben?
tr_plan_revert_none,No hi ha cap aplicació recent per desfer.,No hay ninguna aplicación reciente que deshacer.,Nenhuma aplicação recente para desfazer.,No hay ninguna aplicación reciente que deshacer.,Nenhuma aplicação recente para desfazer.,Aucune application récente à annuler.,Nessuna applicazione recente da annullare.,No recent apply to undo.,Keine kürzliche Übernahme zum Rückgängigmachen.
tr_plan_reverted,Desfet: {n} sessions tornen a borrador (fora del calendari).,Deshecho: {n} sesiones vuelven a borrador (fuera del calendario).,Desfeito: {n} sessões voltaram a ser rascunho (fora do calendário).,Deshecho: {n} sesiones vuelven a borrador (fuera del calendario).,Desfeito: {n} sessões voltaram a ser rascunho (fora do calendário).,Annulé : {n} sessions sont revenues en brouillon (hors calendrier).,Annullato: {n} sessioni sono tornate in bozza (fuori calendario).,Undone: {n} sessions are draft again (off the calendar).,Rückgängig gemacht: {n} Einheiten sind wieder Entwurf (nicht im Kalender).
tr_plan_sessions_list,Sessions del borrador,Sesiones del borrador,Sessões de rascunho,Sesiones del borrador,Sessões de rascunho,Sessions de brouillon,Sessioni di bozza,Draft sessions,Entwurfseinheiten
tr_plan_warn_bad_range,El període no és vàlid.,La fecha de fin debe ser posterior a la de inicio.,A data de fim deve ser posterior à data de início.,La fecha de fin debe ser posterior a la de inicio.,A data de fim deve ser posterior à data de início.,La date de fin doit être postérieure à la date de début.,La data di fine deve essere successiva a quella di inizio.,End date must be after start date.,Das Enddatum muss nach dem Startdatum liegen.
tr_plan_warn_group_incomplete,Grup incomplet el {date} («{group}»).,Grupo incompleto el {date} («{group}»).,Grupo incompleto em {date} («{group}»).,Grupo incompleto el {date} («{group}»).,Grupo incompleto em {date} («{group}»).,Groupe incomplet le {date} («{group}»).,Incomplete group on {date} («{group}»).,Incomplete group on {date} («{group}»).,Unvollständige Gruppe am {date} («{group}»).
tr_plan_warn_no_hours,{team}: sense hores.,{team}: sin horas configuradas.,{team}: sem horas configuradas.,{team}: sin horas configuradas.,{team}: sem horas configuradas.,{team} : aucune heure configurée.,{team}: nessuna ora configurata.,{team}: no hours configured.,{team}: keine Stunden konfiguriert.
tr_plan_warn_no_teams,No hi ha equips.,No hay equipos en esta temporada.,Não há equipas nesta época.,No hay equipos en esta temporada.,Não há equipas nesta época.,Aucune équipe dans cette saison.,Nessuna squadra in questa stagione.,No teams in this season.,Keine Mannschaften in dieser Saison.
tr_plan_warn_no_venues,No hi ha pistes.,No hay pistas en el club. Añade una antes de generar.,Não há pistas no clube. Adiciona uma antes de gerar.,No hay pistas en el club. Añade una antes de generar.,Não há pistas no clube. Adiciona uma antes de gerar.,Aucune piste dans le club. Ajoute-en une avant de générer.,Nessuna pista nel club. Aggiungine una prima di generare.,No venues in the club. Add one before generating.,"Keine Eisbahnen im Verein. Füge eine hinzu, bevor du generierst."
tr_plan_warn_people_missing,{n} equips sense persones.,{n} equipos sin personas: el borrador no comprueba solapamientos de plantilla.,{n} equipas sem pessoas: o rascunho não verifica sobreposições de plantel.,{n} equipos sin personas: el borrador no comprueba solapamientos de plantilla.,{n} equipas sem pessoas: o rascunho não verifica sobreposições de plantel.,{n} équipes sans personnes : le brouillon ne vérifie pas les chevauchements d'effectif.,{n} squadre senza persone: la bozza non controlla le sovrapposizioni di roster.,{n} teams have no people: draft does not check roster overlaps.,{n} Mannschaften ohne Personen: Der Entwurf prüft keine Kaderüberschneidungen.
tr_plan_warn_puzzle_impossible,Puzle impossible ({reason}).,Puzle imposible ({reason}).,Puzzle impossível ({reason}).,Puzle imposible ({reason}).,Puzzle impossível ({reason}).,Puzzle impossible ({reason}).,Puzzle impossibile ({reason}).,Puzzle impossible ({reason}).,Puzzle unmöglich ({reason}).
tr_plan_warn_puzzle_ok,Plantilla: {holes} franges · {solo} individuals · {shared} compartides.,Plantilla: {holes} franjas · {solo} individuales · {shared} compartidas.,Modelo: {holes} lugares · {solo} solo · {shared} partilhados.,Plantilla: {holes} franjas · {solo} individuales · {shared} compartidas.,Modelo: {holes} lugares · {solo} solo · {shared} partilhados.,Modèle : {holes} places · {solo} seul · {shared} partagé.,Modello: {holes} posti · {solo} da soli · {shared} condivisi.,Template: {holes} slots · {solo} solo · {shared} shared.,Vorlage: {holes} Plätze · {solo} Solo · {shared} geteilt.
tr_plan_warn_puzzle_shares,Franges compartides: {shared} · individuals: {solo}.,Franjas compartidas: {shared} · individuales: {solo}.,Lugares partilhados: {shared} · solo: {solo}.,Franjas compartidas: {shared} · individuales: {solo}.,Lugares partilhados: {shared} · solo: {solo}.,Places partagées : {shared} · seul : {solo}.,Posti condivisi: {shared} · da soli: {solo}.,Shared slots: {shared} · solo: {solo}.,Geteilte Plätze: {shared} · Solo: {solo}.
tr_plan_warn_session_count,{team}: {n} sessions.,{team}: repartido en {n} sesiones (no 3).,{team}: dividido em {n} sessões (não 3).,{team}: repartido en {n} sesiones (no 3).,{team}: dividido em {n} sessões (não 3).,{team} : divisé en {n} sessions (pas 3).,{team}: divisa in {n} sessioni (non 3).,{team}: split into {n} sessions (not 3).,{team}: auf {n} Einheiten verteilt (nicht 3).
tr_plan_warn_solape_displace,No hi ha franja lliure dins l’horari de pista per a {team} el {date} (releu).,No hay franja libre dentro del horario de pista para {team} el {date} (relevo).,Sem lugar livre dentro do horário da pista para {team} em {date} (solape).,No hay franja libre dentro del horario de pista para {team} el {date} (relevo).,Sem lugar livre dentro do horário da pista para {team} em {date} (solape).,Pas de place libre dans l'horaire de piste pour {team} le {date} (relais).,Nessun posto libero nell'orario pista per {team} il {date} (staffetta).,No free slot inside rink hours for {team} on {date} (relay).,Kein freier Platz innerhalb der Eisbahnzeiten für {team} am {date} (Staffel).
tr_plan_warn_solape_incomplete,Solape incomplet el {date} (falta «{side}» al puzle).,Solape incompleto el {date} (falta «{side}» en el puzle).,"Solape incompleto em {date} (falta ""{side}"" no puzzle).",Solape incompleto el {date} (falta «{side}» en el puzle).,"Solape incompleto em {date} (falta ""{side}"" no puzzle).","Relais incomplet le {date} (il manque ""{side}"" dans le puzzle).","Staffetta incompleta il {date} (manca ""{side}"" nel puzzle).",Incomplete relay on {date} (missing «{side}» in the puzzle).,Unvollständige Staffel am {date} („{side}“ fehlt im Puzzle).
